,plotID,Model,ImageName,YYYYMMDD,LAI
176,CLBJ_002,0030,S2B_MSIL2A_20191012_0030_LAI.tif,20191012,1.9645092487335205
177,CLBJ_003,rest,S2B_MSIL2A_20191012_rest_LAI.tif,20191012,3.3269941806793213
178,CLBJ_001,rest,S2B_MSIL2A_20191012_rest_LAI.tif,20191012,2.663219928741455
179,CLBJ_002,rest,S2B_MSIL2A_20191012_rest_LAI.tif,20191012,3.5132334232330322
180,CLBJ_003,0300,S2B_MSIL2A_20191022_0300_LAI.tif,20191022,0.9640361666679382
181,CLBJ_001,0300,S2B_MSIL2A_20191022_0300_LAI.tif,20191022,0.9749954342842102
182,CLBJ_002,0300,S2B_MSIL2A_20191022_0300_LAI.tif,20191022,1.028439998626709
183,CLBJ_003,0030,S2B_MSIL2A_20191022_0030_LAI.tif,20191022,1.5471662282943726
184,CLBJ_001,0030,S2B_MSIL2A_20191022_0030_LAI.tif,20191022,1.7767176628112793
185,CLBJ_002,0030,S2B_MSIL2A_20191022_0030_LAI.tif,20191022,1.593026041984558
186,CLBJ_003,rest,S2B_MSIL2A_20191022_rest_LAI.tif,20191022,3.3584113121032715
187,CLBJ_001,rest,S2B_MSIL2A_20191022_rest_LAI.tif,20191022,3.1489205360412598
188,CLBJ_002,rest,S2B_MSIL2A_20191022_rest_LAI.tif,20191022,3.401470899581909
189,CLBJ_003,0030,S2A_MSIL2A_20191027_0030_LAI.tif,20191027,1.6219291687011719
190,CLBJ_001,0030,S2A_MSIL2A_20191027_0030_LAI.tif,20191027,1.9447742700576782
191,CLBJ_002,0030,S2A_MSIL2A_20191027_0030_LAI.tif,20191027,1.645244836807251
192,CLBJ_003,0300,S2A_MSIL2A_20191027_0300_LAI.tif,20191027,0.9715777635574341
193,CLBJ_001,0300,S2A_MSIL2A_20191027_0300_LAI.tif,20191027,0.9611821174621582
194,CLBJ_002,0300,S2A_MSIL2A_20191027_0300_LAI.tif,20191027,1.0999109745025635
195,CLBJ_003,rest,S2A_MSIL2A_20191027_rest_LAI.tif,20191027,3.4413013458251953
196,CLBJ_001,rest,S2A_MSIL2A_20191027_rest_LAI.tif,20191027,2.9650416374206543
197,CLBJ_002,rest,S2A_MSIL2A_20191027_rest_LAI.tif,20191027,3.5259923934936523
198,CLBJ_003,0030,S2B_MSIL2A_20191101_0030_LAI.tif,20191101,1.6344417333602905
199,CLBJ_001,0030,S2B_MSIL2A_20191101_0030_LAI.tif,20191101,1.86709463596344
200,CLBJ_002,0030,S2B_MSIL2A_20191101_0030_LAI.tif,20191101,1.5792489051818848
201,CLBJ_003,0300,S2B_MSIL2A_20191101_0300_LAI.tif,20191101,1.0014171600341797
202,CLBJ_001,0300,S2B_MSIL2A_20191101_0300_LAI.tif,20191101,0.9793508052825928
203,CLBJ_002,0300,S2B_MSIL2A_20191101_0300_LAI.tif,20191101,1.0424537658691406
204,CLBJ_003,rest,S2B_MSIL2A_20191101_rest_LAI.tif,20191101,3.476588726043701
205,CLBJ_001,rest,S2B_MSIL2A_20191101_rest_LAI.tif,20191101,3.065325975418091
206,CLBJ_002,rest,S2B_MSIL2A_20191101_rest_LAI.tif,20191101,3.439492702484131
207,CLBJ_003,0030,S2B_MSIL2A_20191201_0030_LAI.tif,20191201,1.6335798501968384
